Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades ,Company
24-May-23,EQ,"1,260.00","1,278.00","1,254.50","1,268.55","1,277.10","1,275.70","1,268.82","1,397.00",910.25,"13,69,297","1,73,73,94,061.30","51,832",M&M
23-May-23,EQ,"1,265.55","1,270.75","1,256.55","1,265.55","1,268.00","1,268.55","1,265.72","1,397.00",910.25,"18,03,955","2,28,33,09,711.00","63,990",M&M
22-May-23,EQ,"1,259.25","1,269.45","1,251.30","1,260.40","1,265.00","1,265.55","1,264.15","1,397.00",910.25,"9,17,769","1,16,01,98,733.60","50,047",M&M
19-May-23,EQ,"1,252.90","1,262.45","1,237.45","1,245.50","1,258.00","1,260.40","1,252.59","1,397.00",880.15,"15,88,996","1,99,03,59,577.40","76,012",M&M
18-May-23,EQ,"1,269.95","1,269.95","1,241.25","1,263.10","1,248.80","1,245.50","1,253.56","1,397.00",880.15,"19,00,447","2,38,23,23,213.50","58,030",M&M
17-May-23,EQ,"1,265.00","1,271.70","1,260.70","1,262.45","1,262.00","1,263.10","1,265.63","1,397.00",880.15,"16,43,851","2,08,05,08,122.70","70,293",M&M
16-May-23,EQ,"1,287.00","1,291.70","1,258.85","1,285.65","1,265.00","1,262.45","1,271.96","1,397.00",880.15,"15,71,371","1,99,87,28,640.75","88,509",M&M
15-May-23,EQ,"1,279.90","1,287.75","1,272.60","1,275.95","1,287.50","1,285.65","1,283.33","1,397.00",880.15,"26,47,630","3,39,77,82,400.75","88,203",M&M
12-May-23,EQ,"1,256.40","1,278.80","1,251.30","1,251.30","1,275.05","1,275.95","1,267.70","1,397.00",853.7,"24,27,624","3,07,75,03,825.20","81,774",M&M
11-May-23,EQ,"1,250.00","1,260.85","1,244.15","1,248.65","1,251.05","1,251.30","1,251.60","1,397.00",853.7,"41,00,467","5,13,21,38,074.80","81,913",M&M
10-May-23,EQ,"1,250.00","1,255.80","1,235.00","1,245.45","1,250.00","1,248.65","1,244.32","1,397.00",853.7,"21,08,081","2,62,31,26,522.95","1,01,400",M&M
09-May-23,EQ,"1,239.00","1,250.00","1,234.05","1,231.80","1,244.70","1,245.45","1,244.17","1,397.00",853.7,"18,46,359","2,29,71,76,570.65","96,037",M&M
08-May-23,EQ,"1,216.95","1,239.85","1,213.70","1,211.20","1,233.50","1,231.80","1,233.24","1,397.00",853.7,"35,13,667","4,33,31,84,372.70","1,19,692",M&M
05-May-23,EQ,"1,232.80","1,242.35","1,208.05","1,231.70","1,213.00","1,211.20","1,220.48","1,397.00",853.7,"47,53,718","5,80,18,23,647.55","74,419",M&M
04-May-23,EQ,"1,235.00","1,238.05","1,228.00","1,235.45","1,230.45","1,231.70","1,231.41","1,397.00",853.7,"15,41,188","1,89,78,27,472.00","1,07,298",M&M
03-May-23,EQ,"1,237.30","1,242.00","1,230.10","1,237.30","1,235.00","1,235.45","1,235.35","1,397.00",853.7,"13,07,304","1,61,49,83,470.55","51,373",M&M
02-May-23,EQ,"1,230.00","1,240.80","1,217.50","1,226.90","1,234.00","1,237.30","1,231.82","1,397.00",853.7,"26,07,580","3,21,20,76,691.70","83,747",M&M
28-Apr-23,EQ,"1,225.00","1,228.75","1,211.50","1,224.00","1,225.10","1,226.90","1,222.57","1,397.00",853.7,"23,33,102","2,85,23,80,878.35","94,563",M&M
27-Apr-23,EQ,"1,210.05","1,225.00","1,210.05","1,213.55","1,224.00","1,224.00","1,221.02","1,397.00",853.7,"13,40,045","1,63,62,25,046.95","70,970",M&M
26-Apr-23,EQ,"1,212.00","1,217.25","1,205.30","1,209.85","1,215.75","1,213.55","1,211.52","1,397.00",853.7,"17,08,865","2,07,03,30,615.65","82,752",M&M
25-Apr-23,EQ,"1,207.75","1,215.00","1,199.40","1,207.75","1,207.65","1,209.85","1,207.02","1,397.00",853.7,"13,60,260","1,64,18,67,112.00","78,457",M&M
